comment,str 
"在海关大楼院内，安静舒适
",1
"地理位置方便
",1
"今天的早餐太差了，豆浆牛奶，玉米糊糊，居然全是凉的。大冬天吃这些凉的进肚子里面，太不舒服了，希望下次能改进。
",1
"离乌鲁木齐高铁站大概五公里左右，酒店房间比较大，没有什么淡季旺季，一年四季基本都是这个价格，经常在附近办事，每次都住这里，觉得还是挺方便的
",1
"只是位置比较偏僻。其实也不算偏，主要是周围没有什么商业，买东西、吃饭颇感不方便。 
",1
"客房条件很好，不是接待会议时，住客较少。很清静。
",1
"早餐还行，离火车站很近，能停车。住的时候门口马路边在施工，打出租车不方便。不过挺干净的，前台也很热情！
",1
"酒店内设施很好，环境也很不错，入住非常舒服，只是离市区较远，周边没什么吃的
",1
"酒店消费品未能及时更新，居然连赠送的矿泉水都民一人，收费也就算了，喝完了也不知道及时补上。消费品摆放在窗前……我就想问晒多久太阳了！
",1
"床单被子让我过敏，周边生活配套设施不太齐此酒店按四星级标准建而非四星，房间内配烟缺，未配火柴烟民入住要带好火一次性拖鞋味太重差
",1
"早餐挺好，不能加床吧，酒店离机场车站近，有停车位，酒店位置安静。周边有休闲锻炼的好去处。
",1
"酒店内环境还可以，用餐也方便，实惠，服务员热情周到。但酒店地理位置目前相对较偏。
",1
"环境较好，交通便捷，房间内空气流通较好，晚上入睡安静。前台服务细心周到，房间打扫仔细、干净，质量较好，
",1
"环境不错，一楼餐厅也实惠味道好，离高铁站也近，旅游不错的选择
",1
"酒店设施很好，就是高铁站旁边配套还不完善，出行不方便。
",1
"酒店新的，还不错，房间大，网速快，唯一不好的，连两瓶免费矿泉水也没有
",1
"好偏僻，周边全是工地，又临主干道，晚上那些工程车开来开去好吵。人气也不太足，所以没有大堂吧，没有咖啡厅。不过房间还可以，网速也还行
",1
"还不错！性价比超高
",1
"位置好偏好偏，打车时司机说可以算是武汉最偏的酒店了，马上就出武汉市了，司机如果不是破被投诉本来都想拒载的！再来说酒店本身，第一，服务意识差，当时专门多次提醒的叫醒服务，多次强调要准备，结果还是晚了10多分钟才打来叫醒电话，害我的误了接下来行程；第二，我以为位置这么偏了，应该会很安静，结果早上五六点就开始吵死人了，外面又是施工又是噪音的，都不知道哪来的，谁也没睡好。这个酒店真的是又偏又差，散客千万别来入住了，简直了！
",1
"房间很大，打扫得很干净，也很安静。
",1
"前台漂亮的姑娘很甜美，态度很好。
",1
"周边，正在建设中。。。。
",1
"第二次入住了
",1
"入住赶上没暖风时段，外面阴冷潮湿，屋内棉衣裹身。早餐大厅不穿棉衣透心儿凉啊。房间挺大，卫生也可以。冬天的武汉不想再去了。餐厅的菜还不错👍
",1
"酒店选址不错，在光谷未来城，15冶旁边。未来应该不错。不过目前状况不佳。周边都是工地，窗外黄土一片。对着一片黄土吃饭，请自行脑补。
",1
"酒店附近配套目前是一片空白，不在酒店吃的话，要到三公里开外的九峰才有。商超，美容美发，通通没有。😂
",1
"酒店附近暂时只适合开车，开车停车方便，有停车场。不过，地下停车场不知道是还没修好还是什么原因，一边堆了很多货，下去坏吓人的。停了一次，后面只敢停路面。
",1
"不开车的话，出门坐车是个问题。打车可能也不太方便，因为车不多。
",1
"我们是过年期间入住 但酒店服务态度丝毫未有携带 领班王刚琴还亲自手写了祝福语并送上了小食
",1
"卫生、环境还行，可能是新开的酒店，各方面配套、设施较少，周边也还没完全开发起来，看得出来是为了往后光谷的发展准备的。
",1
"这个酒店是订错了，我之前住过鲁广店，以为这是那家，一时恍惚，订错了，这里太偏僻了，前不招村后不招店。感觉非附近出差不推荐。
",1
"电吹风无法在盥洗室使用。能使用的地方都无镜子。 
",1
"预订了无烟房，还是有烟缸，还好烟味不太重。 
",1
"其他都很不错。
",1
"环境很好，性价比很高，前台的美女徐双和熊映服务很好！
",1
"酒店位置太偏，附近都是在搞建设，外面看上去还不错，房间一般，中规中矩，有点小旧，早餐太差了，总之一般般吧
",1
"出行不便，太偏了。虽有公交，可离市区太远。适合会议，不适合旅游，更不适合家庭住。。
",1
"地点在光谷六路上，非常偏僻，周围没有饭店，小卖铺等配套设施，高新大道施工，晚上很多大车从门前经过，非常不安全。酒店设施很新，但是不够档次，布局，装潢会差一点儿，这与大家评价的准五星级设施标准不相符。
",1
"第二次入住，可能是楼层的原因，这次的房间没有味道，室内比较整洁，床是1.35的，三口之家没得问题，也有停车场，早餐不错，可以选面或者米线，还有些零零散散的菜
",1
"这个房型和价格，出差来说比较价廉物美，房间也很干净，有停车洗车服务。
",1
"不错哟……两面有窗，很喜欢。不过6层与4层机房近，夜深的时候有声音……对我这种敏感人群，边套不是最好的选择啦……总之不错
",1
"酒店位置还可以，出门对面马路就是商场，有地方吃饭。酒店的大门有点隐蔽，司机都不想开进去。机场到那打车54。去武侯祠打车25左右
",1
"二大一小，住的豪华双床房，1.30的双床，睡着一点不觉得挤。酒店对面就有商场、大卖场，楼下就有全家，吃吃逛逛非常方便。
",1
"本来预定的北欧风格的房间，入住才发现给换成了榻榻米，打电话询问还搪塞说是升级了……这种谎言真的让人反感。然后那个日式榻榻米房床头一侧还放了个白色半人高的有点破日式纸灯笼……无语，一夜睡不好，第二天换酒店
",1
"酒店前面是个商场，过年出门人太多，每天在这里吃饭闲逛消磨时间，房间很宽敞，几个娃在房里玩，打牌很热闹啊。就是酒店不能加床，有点不方便了。
",1
"酒店地段很好，交通方便，对面就是购物广场。春节期间豪华间不用400元，含双人早餐，早餐也杠杠滴。连住两晚，还免费升级成豪华套房，让春节旅程锦上添花！
",1
"老实说，酒店风格不是我喜欢的，有陈旧和不够洁净的感觉。客观评价：酒店位置不错，购物方便，有停车场，开车方便；早餐一般，种类较少，餐厅环境一般；前台专业性不强
",1
"朋友住在附近，推荐了这家酒店，一入住感觉很惊艳，房间很大，配置齐全，跟之前常住的东方广场假日酒店相比丝毫不逊色，房间更大，装修更有特色，采光更好，性价比也OK。周边就是凯丹和欧尚，购物用餐全部搞定，离机场也是很近。
",1
"酒店地位位置非常好，交通方便，离火车南站和地铁站大约只有几分钟路程。房间很有特色，主题风格漂亮，卫生做的很干净。特别是洛可可风格的房间，窗户特别多，宽敞明亮。周边的餐饮店也很多，酒店早餐虽然种类不太多，但是味道不错，特别是姜鸭面，很好吃！
",1
"每次都住这里，服务一流，性价比高，唯一建议提升的是酒店的路标不够清晰，比竞酒店在巷子里，有时找不到！
",1
"酒店有各种个性化的房间，你可以随意挑选。地理位置很好，对面是欧尚超市，苏宁购物广场，紧邻地铁一号线。
",1
"酒店的退房手续很慢，且繁琐，前台服务差。
",1
"酒店坐落于成都武侯区的高新地块，周边交通及餐饮方便。对面即是凯德广场及宜家，酒店服务态度尚可，早餐丰富。特别喜欢酒店的房间风格。
",1
"我们是两个人入住、首先我们住的是印度风格的房间、环境不错.对面就是凯丹广场很方便！首先要说客房早餐真的不错、品种多而且味道也还不错.建议以后增加白水鸡蛋，服务也很好！床很舒服.准备的枕头是两种类型满足不同人的要求！空调效果好没噪音！唯一小缺点是卫生间洗漱池下水口哪个坏了..希望可以换一下.还有停车票一定要让前台多算一点时间多盖章、不然会多收费！
",1
"交通便利 房间虽小 但很干净 澡水足 一楼有免费咖啡 （超好喝哦）茶 果汁 甜点  很是贴心
",1
"酒店门前就有公交离地铁站也很近几百米就到了，出行很方便，酒店前台很热情，服务态度很好，很迅速的办完入住，也给我安排了满意的房间，酒店负二楼有停车位，是免费的 。房间特别满意，推荐入住哟 ！
",1
"酒店离地铁站很近 积玉桥A出口出来直走就能找到 位置比较明确 和朋友一起出来玩 房间干净整洁 酒店安保也不错 值得推荐
",1
"价格上涨的比较厉害，我定的没有早餐了。房间还是原来的房间，依旧有塞小名片的，但是只有一张了。每次出差都订这家。这次睡了五个多小时就走了，居然没有凌晨房
",1
"锦江管理服务水准高，大堂免费饮料点心提供真赞。2号线积玉桥站步行5分钟可以到达。靠江边，景色不错。下回再住!
",1
"帮朋友订的，好找，房间性价比可以，吃饭什么的都挺方便的，离地铁站又近，还是连锁，出差可以住了，极力推荐
",1
"前台服务还是可以的，毕竟是锦江的旗下酒店，还是蛮标准的，可以 免费停车，位置好找，下次还来   呵呵呵呵
",1
"干净卫生，服务好，早餐较好，床舒服。离长江边5分钟步行。门口公交车可到户部巷，方便。
",1
"缺点:房间较小
",1
"一分价钱一分货。千万不要图便宜，住了伪酒店。喝了点酒，图片就不传了，外出旅游，这里还真是不错！
",1
"酒店位于寸土寸金地带，大、小环境均显局促。濒临长江，晚上漫步江边还是蛮惬意。停车不是很方便，公寓地下停车场，需先到前台办好入住手续、索要停车牌（地锁电子钥匙），然后停车，不了解程序的需要一些周折才能停好车😊
",1
"还行，大堂电脑随便用，蛮好的。早餐也行呢。
",1
"酒店前台服务很不错，前台有24小时免费的茶饮（自助式）房间卫生不够彻底，前面住店客人留下的袋子（配图）未及时清理，也许是没有看到。酒店没有洗衣服务，不过前台小妹热心的提供了周边的洗衣店送洗服务，建议酒店签约外包洗衣服务，周边很方便，酒店后面就是小吃街，出门打车，公交地铁都方便。
",1
"房间挺大的，卫生间干湿分离这个挺好的，互不干扰，热水大很舒服，地理位置佳，公交车地铁站都很近。
",1
"酒店位置便利，房间很干净，设施比较齐全。由于房间临街的原因，晚上跳广场舞的音乐比较吵，其他都比较好。
",1
"老板人很好
",1
"总体来说这个酒店还是不错的，早餐不错，锁很安全，里面有人的话外面门卡都刷不开，房间里没有吹风，不过可以叫前台送，风超级大哪种，不足的话就是浴巾看上去好旧，不敢用，在马路旁边的房间有点吵
",1
"位置不是很好，离公交地铁都有点远，不过还算可以，挺正规。房间没有吹风机，这点不如如家汉庭之类
",1
"酒店房间比较小，还算比较干净，就是挨着陇海路，晚上陇海路在修路，酒店的窗户隔音效果非常不好，一夜就听见拉沙车经过，白天不过大车，晚上车来回经过，吵死了，一夜都没睡好。
",1
"酒店服务不错，房间设施还行，价位挺亲民，希望能越做越好！
",1
"房间还不错，不远就是超市，还是蛮好的性价比还可以，毕竟是大城市，物价摆在那，适合出差人士住宿。！！！
",1
"就近办事地点，没有其他可选择。房间实在不像连锁酒店，价格在那也没办法。隔音很差，洗手间的房间感觉踩上去空空的，开水的声音都可以听的很清楚
",1
"朋友入住的，他说环境还是不错的，设备也全，早上提前去也让入住了，这点很好
",1
"太平世界，环球同此凉热。
",1
"环境可以，就是wife用不了
",1
"价格便宜，房间不大，挺安静。。。。。。。。。。。。。。。。。。。。。。。。。。。。。交通方便。。。。
",1
"百纳酒店位于航海路新郑路，地理位置不是很偏僻。酒店服务不错，但是设备设施太少了。没有吹风机，酒店的卫生间有点偏小
",1
"作为这个价位的酒店，是我住过的携程里面最好的，，朋务人员能根据客人的需求尽最大可能满足，前台的几个妹妹虽不是美艳可人，但心地善良，态度可亲，很慰贴，朋务到位，点赞，与我一周前入住酒店形成照烈对比，应该点赞，好的应大为宣扬，鼓励！
",1
"环境不错，比较安静，出行方便，价格公道，周围设施齐全，下次再来还会去住这里的，不错的，欢迎再来。太好了
",1
"安静，卫生，舒适，信誉好。
",1
"房间空调噪音大，好吵，制热效果也不怎么样！
",1
"不错的。连锁酒店，前台美女很可爱
",1
"交通方便，楼下店铺吵
",1
"性价比不错
",1
"酒店周边都是大型商场，逛街方便，老酒店了
",1
"睡觉还行，蛮安静，不怎么吵
",1
"每次都是这里。个人觉得不错
",1
"不错，房间挺干净的，设施设备也齐全，交通方便，周围吃饭购物也很方便，总体来说是很好的,各方面服务都蛮好的，会一直坚持用携程，各方面都挺好的
",1
"方便便捷，好找，外面吃饭便利。离哪儿也不算远，下次还来，一张大床，一张小床，非常满意，极力推荐给亲朋好友
",1
"性价比很高不错的地方！！！！！！！！！！！~~！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
",1
"每次来都在这边住的。环境卫生干净。周边比较安静，特别适合居住。停车也比较方便。周边开车购物吃饭都比较方便。
",1
"酒店周边环境不行啊，太差劲了
",1
"不错，可以，没问题
",1
"酒店的住宿环境还算的上不错，蛮安静的，比较舒适，非常适合差旅商务休息，周边交通非常的便利，出入都比较方便
",1
"酒店确实不错
",1
"不错
",1
"可以
",1
"房间空间大，出门就是步行街，非常方便。
",1
"周边挨着市场，吃饭方便，就是有点吵
",1
"酒店位置去步行街步行大约要20分钟，周围饮食店比较多，酒店卫生比较好，最不喜欢的就是酒店的空调，虽然现在是冬天，酒店空调只提供暖气，没有冷气，基本不能开，只能开窗睡觉。
",1
"酒店位置很好，就在路边，有停车位，酒店环境还可以，但角落发现烟头，我在住二楼，感觉热水温度不够，水不够大，总体感觉还可以。
",1
"携程预订和飞猪预订给的房差别太大，这次给的房间把我上次住的良好印象全部磨灭了。这次给的是顶层类似招待所的房间。还有要押金就算了，连个华为充电器都没有，只能给差评
",1
"酒店位置挺好的，周围吃的多，停车场有点小，带家人出行在这里就是方便，去市中心就是一小会儿就能到了，，，，，
",1
"朋友住的，说床下好多垃圾，有一次性手套、有用过的纸巾、有瓜子壳，说太差了，没办法，订不到其他好点的酒店，将就一下。
",1
"周边环境不错，逛街购物、吃饭比较方便，因为近市中心。但临近街边的房间嘈音比较大。停车位基本满足你的需要！
",1
"没早餐，卫生条件还好，价位低，房间够大，这价位超值，地处闹市区，宾馆车位太少，门口小饭店很多，吃早中晚餐非常方便。另外离苍龙家不远处，有家钰龙酒店，大家千万别去入住，纯属骗子，2017年10月22日，在网上预订了钰龙豪华标间，到店后，服务员领着看了一个普通标间，看了一个豪华标间，后来听讲是在网上预定，就讲那普通标间在网上就是豪华标间，怎么讲都不行。幸亏没在网上付款，要不然肯定被骗，请携程网整顿一下吧，要不然会影响携程声誉的。
",1
"酒店在市中心 在马路边 旁边有很多小食店和饭店 房豪华单人房间足够大 豪华之处仅限于房间面积够大 设施都旧了 墙纸有些已经发霉了 电视是用电视盒子的 可看电视与电影 没阳台 毛巾有点旧 没有设淋浴间 wifi的信号不太稳定时有时无 感觉房间灯光不太够 电源插座分布不合理 没有衣柜 挂衣服只能挂在墙上的三个钩子 酒店提供的纸质量一般般 没有一次性拖鞋 是反复使用的胶拖鞋 水压都是很大 热水充足 
",1
"房间很干净，噪音也比较小，东西食品也比较全，各项服务设施也比较全，洗漱方面也可以。住了好几回了，相比较都市快捷旅店来说，各项服务也比较速度，价格方面也较之之前的有优势，下次我还会选择这家酒店。
",1
"怎么说呢 晚上开的房间 进门扔下包 拖了鞋子走了几步 发现地上好脏好脏 一大堆头发..还有些小小的东西扎脚 唉..  离市中心几分钟 不过价钱摆在这  建议把地毯收了 太脏太脏
",1
"环境不错，看起来也挺干净
",1
"前台的服务也很热情，很喜欢，而且价格实惠，房间又大又安静，环境很好，比较干净卫生，Wifi很快，打游戏都没掉过线，太棒了，很满意得一家酒店，推荐大家入住，赞一个，会常来的
",1
"总的来说这家酒店非常满意，超出预期 #卫生#卫生方面都差不多跟大多数宾馆一样还不错吧 #服务#前台的服务非常好 唯一有点不足的是房间没有窗户 #风格特色#不过房间很大，跟同一价位的其他宾馆比起来大了一半多，装修风格也还行。
",1
"价格划算，环境和地势都很好的，前台人员服务很好，以后住宿经常来的
",1
"旅店好像还不熟悉这个订单，查了一会儿才确认了订单
",1
"总体环境比较好。。还不错，，
",1
"民宿位置在东栅景区里边 茅盾故居附近 老板很周到 晚上9点半以后到达 出来接了 离店的时候也开着小电驴送到车站（老板以为是乌镇的汽车站 送错地方了 一定要说清楚），房间床品比较老旧，很在意被褥的就算了。因为进东栅没有买票 东栅里边一些需要门票的景点就进不去了 就逛逛小桥流水和一些小店 半天就差不多了
",1
"民宿位于东栅景区内，有个致命的硬伤就是进景区需要买门票，每天晚上6点半以后是25元，要想不花钱回酒店就得等到晚上9点半，现在房东都不能带游客进去了，这也是最不方便的一点。其实东栅景区太一般了，总体没啥可逛的，半个小时就逛完了，和门票价格不对等，晚上也都熄灯了，没有夜景，和西栅比起来真是差距甚大，所以真没必要住在里面。里面的民宿隔音不行，都是木板房，外面有人说句话里面听的很清楚。
",1
"离开乌镇时，付叔叔叫了一辆电动三轮车，一大早把我们载到乌镇汽车客运站，真贴心！住处离茅盾故居非常近，方便！
",1
"淳朴的傅叔叔，帮我们规划行程，接送我们去东西栅，住在他自己家里，感受当地人的热情与淳朴。总的来说，还是一次不错的住宿。
",1
"在东栅景点内，傅叔叔人还挺好的
",1
"傅叔叔人超级好，到了乌镇傅叔叔去接，晚上在西栅看完夜景傅叔叔依然不辞辛苦的接我们回来，走的时候特意送我们到汽车站，总之很开心。房间也很干净，住一楼也不潮，下次有机会去乌镇还会选傅叔叔家。
",1
"屋子收拾的很干净，位于东栅景区内，相对于西栅内的高价和东栅临街位置的吵闹来说这里位置非常好，白天也会有点吵但是相对来说还比较安静。
",1
"傅叔叔人很好，会专门接送，也会耐心的给我们游玩建议，头一天受了风有点感冒叔叔二话不说给煮了姜茶。
",1
"在住过的民宿中算是很好的一家，有机会再来。
",1
"总体还不错的，但是需要注意的是晚上回去是有时间限制的！当时并不知道，在外面等了好久
",1
"傅叔叔人特别好，去客运站接的我俩，住的环境也很好。强烈推荐哦
",1
"环境不错 很干净 老板也很热情 预订出现问题老板也很耐心解决 感谢
",1
"老板人超热情，住的地方位置去游玩非常方便，还在景点里面，还教怎么游玩，怎么省钱，直接到车站去接，服务很棒，赞赞赞，5星推荐。
",1
"房东很热情，在茅盾故居旁边
",1
"叔叔人很好，二楼房间很干净，很好，12分推荐。
",1
"之前在携程上看到傅叔叔民宿的评价都很好，这次发现果然不错，价格便宜，卫生很好，服务周到，免费接送我们到汽车站，以后来乌镇还是推荐傅叔叔家。
",1
"房主叔叔很热情，帮忙介绍如何游玩。
",1
"门口修路开车得从小道绕行，离夜市很近的，吃的很多，房间也很干净，早餐也不错，住了两晚，房间本身隔音效果不错，就是半夜来了一帮人喝醉酒吵死了，停车场不收费，总体挺好的
",1
"
",1
"酒店房间干净卫生，切实齐备，装修的典雅大方，因为是第一次来银川，跑马拉松，感受到银川的人民的热情，酒店的服务态度特别好，让人很满意，还是下午2点退房，不至于太过匆忙，周围吃饭的地，商场都很近，万达离我们特别近，非常方便，选择松顶岚月，是您的明智选择，谢谢
",1
"位置很好，非常方便，怀远夜市很近，晚上很热闹，吃的很多~房间挺大挺干净的~现在周围在修路，导航需从另一边进入
",1
"隔音不好，从进去到半夜十二点，对面房间一直聊天，吵架，特别吵。洗护用品不太好用。位置还好吧，只不过在修路。
",1
"环境不错很安静，唯一就是现在门口在修路。进出不方便，离怀远市场很近。步行十分钟左右就到了，如果你想去怀远市场。这个酒店还是不错的选择
",1
"早餐还好，酒店位置应该不错，但最近门口的那条路在修，交通就不是太方便，但离怀远市场，万达广场挺近的，购物，逛夜市挺方便。
",1
"很不错的酒店，经济实惠，紧挨着小吃街，不过去的时候门口正好修路……比较乱，小吃街人山人海……新疆羊肉串比较好吃！
",1
"酒店位置好找，干净卫生，前台接待很热情，有停车场，早餐还可以，不能加床，价格适中，可以推荐大家入住。
",1
"周边在修路，环境很乱。酒店服务不错，房间有点吵，其它还好，吃饭的地方多，离怀远市场近，晚上有夜市很热闹
",1
"已是第三次入住该酒店了，虽然换了名称。房间干净整洁，设施齐全，网速也很快。出门很方便购物，靠近怀远路市场。特别是提供早餐，让人感觉方便。
",1
"早餐一般吧，毕竟价位在那，性价比还是不错的。
",1
"酒店位置很好，出门5分钟就是小吃街，酒店隔壁的砂锅王特别好吃。可以停车。房间大，有送水果。什么都很好，就是唯一早餐厅太小，早餐得抢位置。不过入住2天很开心，可以忍受。推荐！
",1
"还可以，就是现在在修东西面前的路都封了交通不是很方便。
",1
"还可以吧，现在修路，找了半天才找到酒店，总的来说还不错
",1
"酒店原本不错，但现在修路没完没了，使酒店减色不少啊。
",1
"跟大酒店相比，硬件虽然不是很好，但在市中心找到这样的低价房已经很不错了，晚上睡觉很安静。空调好像很不给力，工作人员马上给加了一个被子，态度很好，服务周到。
",1
"位置很方便，在夷陵广场附近，也有吃饭的地方，综合性价比较高。酒店设施略旧了点，但就是很方便，去三峡人家到夷陵广场自己坐着去
",1
"最多是个小旅馆类型，一天260的价也就在十一假期才会有人住。不然真不值这个价，卫生间的门关不上，地板还是破的，最大的优点就是交通便利，出门就是公交车，到东站，夷陵广场很近
",1
"房间卫生特别不错，清洁也很及时，设施非常好，周边环境也很安静 ，酒店服务人员态度也非常不错，有贵宾的感觉 
",1
"前台的服务也很热情，很喜欢，而且价格实惠，房间又大又安静，环境很好，比较干净卫生，Wifi很快，打游戏都没掉过线，太棒了，很满意得一家酒店，推荐大家入住，赞一个，会常来的
",1
"酒店位置还可以，但是住进去有丢东西，我觉得有点不可思议，大家入住还是要注意一些，保管好自己的物品！
",1
"在宜昌市中心，位置很好找，环境不错，价格也适中，还算比较满意，比起景区的酒店算不错了，经济型，适合大众
",1
"还不错，很早过来先在这里寄存了行李，交通也很方便，出门不远就是步行街可以大吃特吃好多小吃讷
",1
"住过两次，位置方便，价格合理，主要选择的是位置，去哪里都方便，有专线班车到三峡人家，途经三游洞等景点，离均瑶广场步行五六分钟，推荐。
",1
"位置非常好，房间设施很全，就在夷陵广场旁边，去三峡人家很方便
",1
"位置很好，出行方便，出门就是BRT车站（亲们要分清楚线路方向喔，例如同一站名东向与西向是相邻两个不同的站点）。离夷陵广场（均瑶广场）很近，拐角即到。
",1
"房间还可以！
",1
"酒店位置不错，应该是一个经营时间较长的酒店，服务较到位，卫生状况良好，设施显得有些老化。
",1
"很差，进房间发现卫生没做，墙壁都是泡水的，还没有热水洗澡
",1
"酒店不错，住的loft大床房，空间大，设计不错，价格也合理
",1
"缺点：房间设备比较陈旧，同一个开关面板上开灯的按键有上有下，排气扇不工作，有线电视经常信号经常连不上，wifi很慢。 
",1
"优点：位置比较好，门口可以停车，吃放方便，房间还算是整洁，有空调，我住南侧房间，从窗户直接可以看到雁塔。 
",1
"
",1
"前台姑娘漂亮，服务好，设施不错，干净卫生，空
",1
"对于经济情况不佳的旅行者来说是不错的选择  价格便宜  但没有外窗 屋内比较暗 设施比较简陋  但是酒店员工很不错很热情 
",1
"位置挺好的，周围小吃不少，步行可至一个大商场，白天停车位少，晚上停车位多。
",1
"适合节约型的商务出差 安静
",1
"一切都满意。干净，整洁
",1
"周边非常繁华，设施一般，卫生可以，WIFI巨慢
",1
"环境优美，房间特别干净布局很合理。
",1
"不含早餐，楼下孙记包子，棒棒棒！！！
",1
"酒店卫生干净，下次还来住。
",1
"还不错，周围挺方便。
",1
"已经多次入住了，服务很好，卫生也比以前提高很多；就在迎宾路上位置很方便，吃饭、交通都方便。较为经济，到这里旅游可以住这里。
",1
"价格实惠,条件也不错
",1
"酒店房间一般
",1
"酒店周边交通方便，靠近海边，景色不错
",1
"酒店位置比较好找，住着也还不错吧
",1
"周围是港口，汽车来来往往空气不好。房间没有洗发露，沐浴露，吹风机，总体来说这酒店是一般偏下等吧，而且很贵，个人觉得不值(︶︹︺)
",1
"酒店设施比较旧，不是太喜欢的一个酒店，
",1
"热水：无，或者说是稀稀拉拉！周边环境：吵，尤其清晨，好多大车按喇叭！卫生：灰尘多，尤其床头，一摸全是灰！总结就是糟糕！
",1
"一般，设施一般，房间还可以。
",1
"还不错，地理位置很方便，据锦州港很近，离笔架山景区和海滨浴场也不远，服务热情，有早餐，推荐入住哦
",1
"还可以，房间干净，就是夜里有点吵，有火车经过，十字路口，路灯太亮，
",1
"干净很不错，服务很亲切，距离小笔架山只有3分钟车程!推荐
",1
"酒店离笔架山非常近，位置不错。就是房租布置简单，还行吧
",1
"环境好，交通方便
",1
"整体来说方方面面都不错 但房间不能反锁或者插门这个感觉不安全  还有就是小卡片太多！唯一不错的就是离景区进！对了，如果来玩 只是为了玩的放松不着急的那种  那就不要跟旅店里推销景区的工作人员聊   报团玩会让你买东西
",1
"我们是三个人一起旅游的，价格算实惠，但是拖鞋不是一次性的，别人穿过我们又穿不是会被传染脚气？不知道房间里面什么吵了一个晚上，没睡好，一般
",1
"定的时候，介绍明明写有20平米，到房一看，没有，也就10平米的样子，其他都可以。最烦人的是，隔音太差，半夜1点半几个男人大喊大叫至少持续2个小时。真心没素质，丢人！
",1
"去订的大床房，看图片上挺大的，到店之后发现大小不算大，但还可以。就是隔音不太好，过道里一有人就听的清楚。其他都不错
",1
"特别好，住过多次了，旁边还可以停车，离观前街也就50米左右距离，附近小吃也很多
",1
"房间没介绍的大  但是还算干净  就在观前街商圈  距离平江路、拙政园、狮子林都不远，房间拖鞋不是一次性的 这个有点不卫生
",1
"酒店环境挺好的，房间设施也齐全，安静整洁，然后地段好，价格也实惠，附近周围晚上也安静，不得不赞一个了
",1
"酒店位置还可以，离景点和步行街不远，要是没有小孩，走路都可以去拙政园狮子林，配套设施差点，但是价格实惠，所以还是比较推荐。
",1
"离观前街很近，走路2分钟，周围吃的很多，房间不大，但是应有尽有，卫生条件也不错，房间是密码锁，安全度比较高，值得一提的是浴室洗澡的花洒简直太棒了，水量足，温度也够热，房间不大，但是住着蛮舒服，空调一开几分钟就很热了，值得推荐的酒店，性价比挺高
",1
"整体感觉偏贵，无线很不稳定，卫生欠缺了，枕头上居然看到了类似脚印的一块污渍，床上还有头发！不过位置挺容易找的，服务态度也很好！
",1
"房间整洁，有些气味，可以开窗略透透气。屋子虽小，但设施一应俱全，洗澡方便。位于观前街玄妙观后面，出行方便，性价比高
",1
"房间还是不错的，位置也好，就是携程说反钱并没有反，而且到店是同样的价钱，去哪比携程便宜。
",1
"总体很好，卫生也很好就是第一天刚进入房间潮气挺重，房间空间很大，挺安静。唯一一点就是入住当天提前给服务员打电话确认房间，服务员态度太差了。其他很满意，位置也很好，离景区近，离观前街更近，就几步路
",1
"老板人很好 也很热情 亲自来接的 还帮忙提行李 本来订的是隔壁楼的一楼 老板给免费升级到现在住的楼的一楼 看到二楼的木窗户以后 就换到了二楼 老板给差价打了对折 整个房间都是木质窗户 古朴有韵味 整片的木窗与纱幔的结合 完全没有违和感 床很大很软很舒服 美中不足的是热水的水流有点小 热水壶好像坏了 但我依然喜欢这个房间 只因为这扇木窗户
",1
"酒店地点好 房间干净 老板态度也很好 距离景区大门大概3分钟左右的距离 很满意 下次有机会再来同理一定会再次光临
",1
"首先老板真的好好  住的真的好好  
",1
"昨天去的时候刚好下大雨  给老板打电话亲自来接  好像都淋湿了  真是过意不去  然后老板看我一个人  外面走在下雨  还给我安排在二楼升级的房间 真的感恩  
",1
"退房的时候让我直接走就可以了  真是太放心了 
",1
"住在河边  夜卧同里听雨声  太棒
",1
"去到同里古镇玩，这家客栈位置比较安静，临河，离主街也就3分钟步行，还是很好的。
",1
"老板人很好，带我们到客栈，逐一介绍功能，有个遥控器，能控制屋内所有电器。
",1
"客栈外型看来很朴素，很小的一个门，不知道的以为一户人家呢。但是屋内还是不错的，干净整齐，设备设施齐全！
",1
"楼上一户也是他家，还有个小阳台在一二层中间，可以晒太阳，喝茶，看风景，喂蚊子，哈哈哈！
",1
"我们端午节去的，价格不贵，性价比高！
",1
"客栈老板人非常贴心，帮安排行程，服务周到。因为是一个人，还特意嘱咐注意安全！去同里一定要去老高的音乐房子，老板推荐哒，老板歌唱得好，吉他弹得棒！以后有机会还会来哒！
",1
"住的是老房子改造的上下两层，空间有些小，个子高的人可能会觉得憋闷，前后两边都是路，隔音不太好，如果是女生单独住会害怕
",1
"老板人很好，还给免费升级了房间~房间价位低却非常舒适，卫生不错，就在小河边上，木质窗户很有感觉，超大的电视和超软的床，总得来说非常满意，物美价廉！
",1
"店主人很热情，去的时候下雨，店主看我是一个人，骑车来接我，真的很感谢。房间自己一个人住还挺好的。该有的设施都有。热水也很好。美中不足的是一晚上出现两只蟑螂，我是杀死蟑螂之后才感睡觉的。希望店主改善。
",1
